period,stateid,stateDescription,sectorid,sectorName,price,price-units
2023-05,ESC,East South Central,IND,industrial,6.62,cents per kilowatt-hour
2023-05,ESC,East South Central,OTH,other,,cents per kilowatt-hour
2023-05,ESC,East South Central,RES,residential,13.26,cents per kilowatt-hour
2023-05,ESC,East South Central,TRA,transportation,0,cents per kilowatt-hour
2023-05,WSC,West South Central,ALL,all sectors,9.21,cents per kilowatt-hour
2023-05,WSC,West South Central,COM,commercial,8.74,cents per kilowatt-hour
2023-05,WSC,West South Central,IND,industrial,5.83,cents per kilowatt-hour
2023-05,WSC,West South Central,OTH,other,,cents per kilowatt-hour
2023-05,WSC,West South Central,RES,residential,13.81,cents per kilowatt-hour
2023-05,WSC,West South Central,TRA,transportation,7.11,cents per kilowatt-hour
2023-05,MTN,Mountain,ALL,all sectors,10.85,cents per kilowatt-hour
2023-05,MTN,Mountain,COM,commercial,10.93,cents per kilowatt-hour
2023-05,MTN,Mountain,IND,industrial,7.26,cents per kilowatt-hour
2023-05,MTN,Mountain,OTH,other,,cents per kilowatt-hour
2023-05,MTN,Mountain,RES,residential,13.89,cents per kilowatt-hour
2023-05,MTN,Mountain,TRA,transportation,11.61,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,ALL,all sectors,18.18,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,COM,commercial,17.98,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,IND,industrial,12.64,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,OTH,other,,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,RES,residential,22.11,cents per kilowatt-hour
2023-05,PACC,Pacific Contiguous,TRA,transportation,12.86,cents per kilowatt-hour
2023-05,PACN,Pacific Noncontiguous,ALL,all sectors,32.15,cents per kilowatt-hour
2023-09,AK,Alaska,COM,commercial,21.17,cents per kilowatt-hour
2023-09,AK,Alaska,IND,industrial,16.61,cents per kilowatt-hour
2023-09,AK,Alaska,OTH,other,,cents per kilowatt-hour
2023-09,AK,Alaska,RES,residential,24.57,cents per kilowatt-hour
2023-09,AK,Alaska,TRA,transportation,0,cents per kilowatt-hour
2023-09,AZ,Arizona,ALL,all sectors,12.62,cents per kilowatt-hour
2023-09,AZ,Arizona,COM,commercial,12.13,cents per kilowatt-hour
2023-09,AZ,Arizona,IND,industrial,8.2,cents per kilowatt-hour
2023-09,AZ,Arizona,OTH,other,,cents per kilowatt-hour
2023-09,AZ,Arizona,RES,residential,14.38,cents per kilowatt-hour
2023-09,AZ,Arizona,TRA,transportation,10.41,cents per kilowatt-hour
2023-09,AR,Arkansas,ALL,all sectors,10.16,cents per kilowatt-hour
2023-09,AR,Arkansas,COM,commercial,10.35,cents per kilowatt-hour
2023-09,AR,Arkansas,IND,industrial,7.19,cents per kilowatt-hour
2023-09,AR,Arkansas,OTH,other,,cents per kilowatt-hour
2023-09,AR,Arkansas,RES,residential,12.69,cents per kilowatt-hour
2023-09,AR,Arkansas,TRA,transportation,15.52,cents per kilowatt-hour
2023-09,CA,California,ALL,all sectors,26.92,cents per kilowatt-hour
2023-09,CA,California,COM,commercial,27.27,cents per kilowatt-hour
2023-09,CA,California,IND,industrial,20.41,cents per kilowatt-hour
2023-09,CA,California,OTH,other,,cents per kilowatt-hour
2023-09,CA,California,RES,residential,30.01,cents per kilowatt-hour
2023-09,CA,California,TRA,transportation,15.19,cents per kilowatt-hour
2023-09,CO,Colorado,ALL,all sectors,12.47,cents per kilowatt-hour
2023-09,CO,Colorado,COM,commercial,12.57,cents per kilowatt-hour
2023-09,CO,Colorado,IND,industrial,8.95,cents per kilowatt-hour
2023-09,CO,Colorado,OTH,other,,cents per kilowatt-hour
2023-09,CO,Colorado,RES,residential,15.03,cents per kilowatt-hour
2023-09,CO,Colorado,TRA,transportation,15.43,cents per kilowatt-hour
2023-09,CT,Connecticut,ALL,all sectors,23.94,cents per kilowatt-hour
2023-09,CT,Connecticut,COM,commercial,19.98,cents per kilowatt-hour
2023-09,CT,Connecticut,IND,industrial,16.08,cents per kilowatt-hour
2023-09,CT,Connecticut,OTH,other,,cents per kilowatt-hour
2023-09,CT,Connecticut,RES,residential,29.31,cents per kilowatt-hour
2023-09,CT,Connecticut,TRA,transportation,20.36,cents per kilowatt-hour
2023-08,AZ,Arizona,ALL,all sectors,12.72,cents per kilowatt-hour
2023-08,AZ,Arizona,COM,commercial,12.29,cents per kilowatt-hour
2023-08,AZ,Arizona,IND,industrial,9.45,cents per kilowatt-hour
2023-08,AZ,Arizona,OTH,other,,cents per kilowatt-hour
2023-08,AZ,Arizona,RES,residential,13.83,cents per kilowatt-hour
2023-08,AZ,Arizona,TRA,transportation,10.38,cents per kilowatt-hour
2023-08,AR,Arkansas,ALL,all sectors,10.29,cents per kilowatt-hour
2023-08,AR,Arkansas,COM,commercial,10.29,cents per kilowatt-hour
2023-08,AR,Arkansas,IND,industrial,7.55,cents per kilowatt-hour
2023-08,AR,Arkansas,OTH,other,,cents per kilowatt-hour
2023-08,AR,Arkansas,RES,residential,12.47,cents per kilowatt-hour
2023-08,AR,Arkansas,TRA,transportation,15.52,cents per kilowatt-hour
2023-08,CA,California,ALL,all sectors,27.68,cents per kilowatt-hour
2023-08,CA,California,COM,commercial,28.02,cents per kilowatt-hour
2023-10,OK,Oklahoma,COM,commercial,9.45,cents per kilowatt-hour
2023-10,OK,Oklahoma,IND,industrial,6.05,cents per kilowatt-hour
2023-10,OK,Oklahoma,OTH,other,,cents per kilowatt-hour
2023-03,NE,Nebraska,COM,commercial,8.51,cents per kilowatt-hour
2023-03,NE,Nebraska,IND,industrial,7.04,cents per kilowatt-hour
2023-03,NE,Nebraska,OTH,other,,cents per kilowatt-hour
2023-03,NE,Nebraska,RES,residential,10.48,cents per kilowatt-hour
2023-03,NE,Nebraska,TRA,transportation,0,cents per kilowatt-hour
2023-03,NV,Nevada,ALL,all sectors,12.42,cents per kilowatt-hour
2023-03,NV,Nevada,COM,commercial,11.25,cents per kilowatt-hour
2023-03,NV,Nevada,IND,industrial,9.36,cents per kilowatt-hour
2023-03,NV,Nevada,OTH,other,,cents per kilowatt-hour
2023-03,NV,Nevada,RES,residential,17.11,cents per kilowatt-hour
2023-03,NV,Nevada,TRA,transportation,12.96,cents per kilowatt-hour
2023-03,NH,New Hampshire,ALL,all sectors,24.84,cents per kilowatt-hour
2023-03,NH,New Hampshire,COM,commercial,22.3,cents per kilowatt-hour
2023-03,NH,New Hampshire,IND,industrial,16.43,cents per kilowatt-hour
2023-03,NH,New Hampshire,OTH,other,,cents per kilowatt-hour
2023-03,NH,New Hampshire,RES,residential,30.25,cents per kilowatt-hour
2023-03,NH,New Hampshire,TRA,transportation,0,cents per kilowatt-hour
2023-03,NJ,New Jersey,ALL,all sectors,14.51,cents per kilowatt-hour
2023-03,NJ,New Jersey,COM,commercial,13.5,cents per kilowatt-hour
2023-03,NJ,New Jersey,IND,industrial,10.89,cents per kilowatt-hour
2023-03,NJ,New Jersey,OTH,other,,cents per kilowatt-hour
2023-03,NJ,New Jersey,RES,residential,17.12,cents per kilowatt-hour
2023-03,NJ,New Jersey,TRA,transportation,11.38,cents per kilowatt-hour
2023-03,NM,New Mexico,ALL,all sectors,9,cents per kilowatt-hour
2023-03,NM,New Mexico,COM,commercial,9.99,cents per kilowatt-hour
2023-03,NM,New Mexico,IND,industrial,5.91,cents per kilowatt-hour
2023-03,NM,New Mexico,OTH,other,,cents per kilowatt-hour
2023-03,NM,New Mexico,RES,residential,13.05,cents per kilowatt-hour
2023-03,NM,New Mexico,TRA,transportation,0,cents per kilowatt-hour
2023-03,NY,New York,ALL,all sectors,17.24,cents per kilowatt-hour
2023-03,NY,New York,COM,commercial,16.92,cents per kilowatt-hour
2023-03,NY,New York,IND,industrial,6.89,cents per kilowatt-hour
2023-03,NY,New York,OTH,other,,cents per kilowatt-hour
2023-03,NY,New York,RES,residential,21.21,cents per kilowatt-hour
2023-03,NY,New York,TRA,transportation,14.73,cents per kilowatt-hour
2023-03,NC,North Carolina,ALL,all sectors,10.15,cents per kilowatt-hour
2023-03,NC,North Carolina,COM,commercial,9.38,cents per kilowatt-hour
2023-03,NC,North Carolina,IND,industrial,6.72,cents per kilowatt-hour
2023-03,NC,North Carolina,OTH,other,,cents per kilowatt-hour
2023-03,NC,North Carolina,RES,residential,12.67,cents per kilowatt-hour
2023-03,NC,North Carolina,TRA,transportation,7.96,cents per kilowatt-hour
2023-03,ND,North Dakota,ALL,all sectors,7.86,cents per kilowatt-hour
2023-07,ESC,East South Central,IND,industrial,6.89,cents per kilowatt-hour
2023-07,ESC,East South Central,OTH,other,,cents per kilowatt-hour
2023-07,ESC,East South Central,RES,residential,13.03,cents per kilowatt-hour
2023-07,ESC,East South Central,TRA,transportation,0,cents per kilowatt-hour
2023-07,WSC,West South Central,ALL,all sectors,10.04,cents per kilowatt-hour
2023-07,WSC,West South Central,COM,commercial,9.16,cents per kilowatt-hour
2023-07,WSC,West South Central,IND,industrial,6.45,cents per kilowatt-hour
2023-07,WSC,West South Central,OTH,other,,cents per kilowatt-hour
2023-07,WSC,West South Central,RES,residential,13.34,cents per kilowatt-hour
2023-07,WSC,West South Central,TRA,transportation,7.48,cents per kilowatt-hour
2023-07,MTN,Mountain,ALL,all sectors,11.88,cents per kilowatt-hour
2023-07,MTN,Mountain,COM,commercial,11.64,cents per kilowatt-hour
2023-07,MTN,Mountain,IND,industrial,8.53,cents per kilowatt-hour
2023-07,MTN,Mountain,OTH,other,,cents per kilowatt-hour
2023-07,MTN,Mountain,RES,residential,14.03,cents per kilowatt-hour
2023-07,MTN,Mountain,TRA,transportation,13.26,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,ALL,all sectors,20.81,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,COM,commercial,21.53,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,IND,industrial,14.71,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,OTH,other,,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,RES,residential,23.37,cents per kilowatt-hour
2023-07,PACC,Pacific Contiguous,TRA,transportation,12.82,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,ALL,all sectors,29.8,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,COM,commercial,28.76,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,IND,industrial,27.07,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,RES,residential,34.13,cents per kilowatt-hour
2023-07,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatt-hour
2023-07,US,U.S. Total,ALL,all sectors,13.06,cents per kilowatt-hour
2023-07,US,U.S. Total,COM,commercial,12.91,cents per kilowatt-hour
2023-07,US,U.S. Total,IND,industrial,8.36,cents per kilowatt-hour
2023-07,US,U.S. Total,OTH,other,,cents per kilowatt-hour
2023-07,US,U.S. Total,RES,residential,15.86,cents per kilowatt-hour
2023-07,US,U.S. Total,TRA,transportation,12.77,cents per kilowatt-hour
2023-08,AL,Alabama,ALL,all sectors,11.74,cents per kilowatt-hour
2023-08,AL,Alabama,COM,commercial,12.98,cents per kilowatt-hour
2023-08,AL,Alabama,IND,industrial,7.42,cents per kilowatt-hour
2023-08,AL,Alabama,OTH,other,,cents per kilowatt-hour
2023-08,AL,Alabama,RES,residential,14.19,cents per kilowatt-hour
2023-08,AL,Alabama,TRA,transportation,0,cents per kilowatt-hour
2023-08,AK,Alaska,ALL,all sectors,21.39,cents per kilowatt-hour
2023-08,AK,Alaska,COM,commercial,20.85,cents per kilowatt-hour
2023-08,AK,Alaska,IND,industrial,17.6,cents per kilowatt-hour
2023-05,PA,Pennsylvania,COM,commercial,10.88,cents per kilowatt-hour
2023-05,PA,Pennsylvania,IND,industrial,7.62,cents per kilowatt-hour
2023-05,PA,Pennsylvania,OTH,other,,cents per kilowatt-hour
2023-05,PA,Pennsylvania,RES,residential,18.46,cents per kilowatt-hour
2023-05,PA,Pennsylvania,TRA,transportation,9.3,cents per kilowatt-hour
2023-05,RI,Rhode Island,ALL,all sectors,19.44,cents per kilowatt-hour
2023-05,RI,Rhode Island,COM,commercial,15.61,cents per kilowatt-hour
2023-05,RI,Rhode Island,IND,industrial,17.97,cents per kilowatt-hour
2023-05,RI,Rhode Island,OTH,other,,cents per kilowatt-hour
2023-05,RI,Rhode Island,RES,residential,26.84,cents per kilowatt-hour
2023-05,RI,Rhode Island,TRA,transportation,16.88,cents per kilowatt-hour
2023-09,FL,Florida,TRA,transportation,11.69,cents per kilowatt-hour
2023-09,GA,Georgia,ALL,all sectors,11.26,cents per kilowatt-hour
2023-09,GA,Georgia,COM,commercial,10.53,cents per kilowatt-hour
2023-09,GA,Georgia,IND,industrial,7.08,cents per kilowatt-hour
2023-09,GA,Georgia,OTH,other,,cents per kilowatt-hour
2023-09,GA,Georgia,RES,residential,13.97,cents per kilowatt-hour
2023-09,GA,Georgia,TRA,transportation,9.4,cents per kilowatt-hour
2023-09,HI,Hawaii,ALL,all sectors,36.65,cents per kilowatt-hour
2023-09,HI,Hawaii,COM,commercial,36.89,cents per kilowatt-hour
2023-09,HI,Hawaii,IND,industrial,32.77,cents per kilowatt-hour
2023-09,HI,Hawaii,OTH,other,,cents per kilowatt-hour
2023-09,HI,Hawaii,RES,residential,41.52,cents per kilowatt-hour
2023-09,HI,Hawaii,TRA,transportation,0,cents per kilowatt-hour
2023-09,ID,Idaho,ALL,all sectors,9.22,cents per kilowatt-hour
2023-09,ID,Idaho,COM,commercial,8.99,cents per kilowatt-hour
2023-09,ID,Idaho,IND,industrial,7.59,cents per kilowatt-hour
2023-09,ID,Idaho,OTH,other,,cents per kilowatt-hour
2023-09,ID,Idaho,RES,residential,11.53,cents per kilowatt-hour
2023-09,ID,Idaho,TRA,transportation,0,cents per kilowatt-hour
2023-09,IL,Illinois,ALL,all sectors,11.39,cents per kilowatt-hour
2023-09,IL,Illinois,COM,commercial,11.3,cents per kilowatt-hour
2023-09,IL,Illinois,IND,industrial,8.03,cents per kilowatt-hour
2023-09,IL,Illinois,OTH,other,,cents per kilowatt-hour
2023-09,IL,Illinois,RES,residential,14.7,cents per kilowatt-hour
2023-09,IL,Illinois,TRA,transportation,7,cents per kilowatt-hour
2023-09,IN,Indiana,ALL,all sectors,10.78,cents per kilowatt-hour
2023-02,WA,Washington,IND,industrial,6.46,cents per kilowatt-hour
2023-02,WA,Washington,OTH,other,,cents per kilowatt-hour
2023-02,WA,Washington,RES,residential,10.71,cents per kilowatt-hour
2023-02,WA,Washington,TRA,transportation,10.54,cents per kilowatt-hour
2023-02,WV,West Virginia,ALL,all sectors,10.5,cents per kilowatt-hour
2023-02,WV,West Virginia,COM,commercial,11.41,cents per kilowatt-hour
2023-02,WV,West Virginia,IND,industrial,7.47,cents per kilowatt-hour
2023-02,WV,West Virginia,OTH,other,,cents per kilowatt-hour
2023-02,WV,West Virginia,RES,residential,13.55,cents per kilowatt-hour
2023-02,WV,West Virginia,TRA,transportation,0,cents per kilowatt-hour
2023-02,WI,Wisconsin,ALL,all sectors,12.5,cents per kilowatt-hour
2023-02,WI,Wisconsin,COM,commercial,12.58,cents per kilowatt-hour
2023-02,WI,Wisconsin,IND,industrial,8.35,cents per kilowatt-hour
2023-02,WI,Wisconsin,OTH,other,,cents per kilowatt-hour
2023-02,WI,Wisconsin,RES,residential,16.33,cents per kilowatt-hour
2023-02,WI,Wisconsin,TRA,transportation,16.41,cents per kilowatt-hour
2023-02,WY,Wyoming,ALL,all sectors,8.13,cents per kilowatt-hour
2023-02,WY,Wyoming,COM,commercial,8.65,cents per kilowatt-hour
2023-02,WY,Wyoming,IND,industrial,6.91,cents per kilowatt-hour
2023-02,WY,Wyoming,OTH,other,,cents per kilowatt-hour
2023-02,WY,Wyoming,RES,residential,10.26,cents per kilowatt-hour
2023-02,WY,Wyoming,TRA,transportation,0,cents per kilowatt-hour
2023-02,NEW,New England,ALL,all sectors,24.88,cents per kilowatt-hour
2023-02,NEW,New England,COM,commercial,21.1,cents per kilowatt-hour
2023-02,NEW,New England,IND,industrial,16.42,cents per kilowatt-hour
2023-02,NEW,New England,OTH,other,,cents per kilowatt-hour
2023-02,NEW,New England,RES,residential,31.26,cents per kilowatt-hour
2023-02,NEW,New England,TRA,transportation,19.09,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,ALL,all sectors,15.4,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,COM,commercial,14.43,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,IND,industrial,8.15,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,OTH,other,,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,RES,residential,20.26,cents per kilowatt-hour
2023-02,MAT,Middle Atlantic,TRA,transportation,14.84,cents per kilowatt-hour
2023-02,ENC,East North Central,ALL,all sectors,12.23,cents per kilowatt-hour
2023-06,PACN,Pacific Noncontiguous,TRA,transportation,0,cents per kilowatt-hour
2023-06,US,U.S. Total,ALL,all sectors,12.72,cents per kilowatt-hour
2023-06,US,U.S. Total,COM,commercial,12.63,cents per kilowatt-hour
2023-06,US,U.S. Total,IND,industrial,8.11,cents per kilowatt-hour
2023-06,US,U.S. Total,OTH,other,,cents per kilowatt-hour
2023-06,US,U.S. Total,RES,residential,16.09,cents per kilowatt-hour
2023-06,US,U.S. Total,TRA,transportation,12.41,cents per kilowatt-hour
2023-03,OK,Oklahoma,IND,industrial,6,cents per kilowatt-hour
2023-03,OK,Oklahoma,OTH,other,,cents per kilowatt-hour
2023-03,OK,Oklahoma,RES,residential,11.71,cents per kilowatt-hour
2023-03,OK,Oklahoma,TRA,transportation,0,cents per kilowatt-hour
2023-03,OR,Oregon,ALL,all sectors,10.28,cents per kilowatt-hour
2023-03,OR,Oregon,COM,commercial,9.91,cents per kilowatt-hour
2023-03,OR,Oregon,IND,industrial,7.48,cents per kilowatt-hour
2023-03,OR,Oregon,OTH,other,,cents per kilowatt-hour
2023-03,OR,Oregon,RES,residential,12.22,cents per kilowatt-hour
2023-03,OR,Oregon,TRA,transportation,11.43,cents per kilowatt-hour
2023-02,MI,Michigan,IND,industrial,8.21,cents per kilowatt-hour
2023-02,MI,Michigan,OTH,other,,cents per kilowatt-hour
2023-02,MI,Michigan,RES,residential,17.99,cents per kilowatt-hour
2023-02,MI,Michigan,TRA,transportation,12.67,cents per kilowatt-hour
2023-02,MN,Minnesota,ALL,all sectors,11.57,cents per kilowatt-hour
2023-02,MN,Minnesota,COM,commercial,11.53,cents per kilowatt-hour
2023-02,MN,Minnesota,IND,industrial,8.97,cents per kilowatt-hour
2023-02,MN,Minnesota,OTH,other,,cents per kilowatt-hour
2023-02,MN,Minnesota,RES,residential,13.63,cents per kilowatt-hour
2023-02,MN,Minnesota,TRA,transportation,11.88,cents per kilowatt-hour
2023-02,MS,Mississippi,ALL,all sectors,11.41,cents per kilowatt-hour
2023-02,MS,Mississippi,COM,commercial,13.21,cents per kilowatt-hour
2023-02,MS,Mississippi,IND,industrial,7.45,cents per kilowatt-hour
2023-02,MS,Mississippi,OTH,other,,cents per kilowatt-hour
2023-02,MS,Mississippi,RES,residential,13.57,cents per kilowatt-hour
2023-02,MS,Mississippi,TRA,transportation,0,cents per kilowatt-hour
2023-02,MO,Missouri,ALL,all sectors,10.08,cents per kilowatt-hour
2023-02,MO,Missouri,COM,commercial,9.4,cents per kilowatt-hour
2023-02,MO,Missouri,IND,industrial,7.76,cents per kilowatt-hour
2023-02,MO,Missouri,OTH,other,,cents per kilowatt-hour
2023-02,MO,Missouri,RES,residential,11.36,cents per kilowatt-hour
2023-02,MO,Missouri,TRA,transportation,7.74,cents per kilowatt-hour
2023-02,MT,Montana,ALL,all sectors,10.95,cents per kilowatt-hour
2023-02,MT,Montana,COM,commercial,11.88,cents per kilowatt-hour
2023-02,MT,Montana,IND,industrial,8.19,cents per kilowatt-hour
2023-02,MT,Montana,OTH,other,,cents per kilowatt-hour
2023-02,MT,Montana,RES,residential,11.96,cents per kilowatt-hour
2023-02,MT,Montana,TRA,transportation,0,cents per kilowatt-hour
2023-02,NE,Nebraska,ALL,all sectors,8.56,cents per kilowatt-hour
2023-02,NE,Nebraska,COM,commercial,8.32,cents per kilowatt-hour
2023-02,NE,Nebraska,IND,industrial,7.05,cents per kilowatt-hour
2023-02,NE,Nebraska,OTH,other,,cents per kilowatt-hour
2023-02,NE,Nebraska,RES,residential,10.16,cents per kilowatt-hour
2023-02,NE,Nebraska,TRA,transportation,0,cents per kilowatt-hour
2023-02,NV,Nevada,ALL,all sectors,12.76,cents per kilowatt-hour
2023-02,NV,Nevada,COM,commercial,11.73,cents per kilowatt-hour
2023-02,NV,Nevada,IND,industrial,9.56,cents per kilowatt-hour
2023-02,NV,Nevada,OTH,other,,cents per kilowatt-hour
2023-02,NV,Nevada,RES,residential,17.04,cents per kilowatt-hour
2023-02,NV,Nevada,TRA,transportation,13.21,cents per kilowatt-hour
2023-02,NH,New Hampshire,ALL,all sectors,25.79,cents per kilowatt-hour
2023-02,NH,New Hampshire,COM,commercial,23.57,cents per kilowatt-hour
2023-02,NH,New Hampshire,IND,industrial,17.23,cents per kilowatt-hour
2023-02,NH,New Hampshire,OTH,other,,cents per kilowatt-hour
2023-02,NH,New Hampshire,RES,residential,30.98,cents per kilowatt-hour
2023-02,NH,New Hampshire,TRA,transportation,0,cents per kilowatt-hour
2023-02,NJ,New Jersey,ALL,all sectors,14.55,cents per kilowatt-hour
2023-02,NJ,New Jersey,COM,commercial,13.22,cents per kilowatt-hour
2023-02,NJ,New Jersey,IND,industrial,11.7,cents per kilowatt-hour
2023-02,NJ,New Jersey,OTH,other,,cents per kilowatt-hour
2023-02,NJ,New Jersey,RES,residential,16.97,cents per kilowatt-hour
2023-02,NJ,New Jersey,TRA,transportation,12.64,cents per kilowatt-hour
2023-02,NM,New Mexico,ALL,all sectors,9.64,cents per kilowatt-hour
2023-02,NM,New Mexico,COM,commercial,10.71,cents per kilowatt-hour
2023-02,NM,New Mexico,IND,industrial,6.07,cents per kilowatt-hour
2023-02,NM,New Mexico,OTH,other,,cents per kilowatt-hour
2023-02,NM,New Mexico,RES,residential,13.75,cents per kilowatt-hour
2023-02,NM,New Mexico,TRA,transportation,0,cents per kilowatt-hour
2023-02,NY,New York,ALL,all sectors,18.1,cents per kilowatt-hour
2023-02,NY,New York,COM,commercial,16.24,cents per kilowatt-hour
2023-02,NY,New York,IND,industrial,7.06,cents per kilowatt-hour
2023-02,NY,New York,OTH,other,,cents per kilowatt-hour
2023-02,NY,New York,RES,residential,24.18,cents per kilowatt-hour
2023-02,NY,New York,TRA,transportation,15.75,cents per kilowatt-hour
2023-11,NM,New Mexico,IND,industrial,6.07,cents per kilowatt-hour
2023-11,NM,New Mexico,OTH,other,,cents per kilowatt-hour
2023-11,NM,New Mexico,RES,residential,14.2,cents per kilowatt-hour
2023-11,NM,New Mexico,TRA,transportation,0,cents per kilowatt-hour
2023-11,NY,New York,ALL,all sectors,18.37,cents per kilowatt-hour
2023-11,NY,New York,COM,commercial,18.34,cents per kilowatt-hour
2023-11,NY,New York,IND,industrial,6.66,cents per kilowatt-hour
2023-11,NY,New York,OTH,other,,cents per kilowatt-hour
2023-11,NY,New York,RES,residential,22.85,cents per kilowatt-hour
2023-11,NY,New York,TRA,transportation,15.78,cents per kilowatt-hour
2023-11,NC,North Carolina,ALL,all sectors,10.64,cents per kilowatt-hour
2023-11,NC,North Carolina,COM,commercial,9.53,cents per kilowatt-hour
2023-11,NC,North Carolina,IND,industrial,7.02,cents per kilowatt-hour
2023-11,NC,North Carolina,OTH,other,,cents per kilowatt-hour
2023-11,NC,North Carolina,RES,residential,13.39,cents per kilowatt-hour
2023-11,NC,North Carolina,TRA,transportation,9.27,cents per kilowatt-hour
2023-11,ND,North Dakota,ALL,all sectors,7.86,cents per kilowatt-hour
2023-11,ND,North Dakota,COM,commercial,7.1,cents per kilowatt-hour
2023-11,ND,North Dakota,IND,industrial,7.34,cents per kilowatt-hour
2023-11,ND,North Dakota,OTH,other,,cents per kilowatt-hour
2023-11,ND,North Dakota,RES,residential,10.77,cents per kilowatt-hour
2023-11,ND,North Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-11,OH,Ohio,ALL,all sectors,11.01,cents per kilowatt-hour
2023-11,OH,Ohio,COM,commercial,11.12,cents per kilowatt-hour
2023-11,OH,Ohio,IND,industrial,6.83,cents per kilowatt-hour
2023-11,OH,Ohio,OTH,other,,cents per kilowatt-hour
2023-11,OH,Ohio,RES,residential,15.65,cents per kilowatt-hour
2023-11,OH,Ohio,TRA,transportation,6.15,cents per kilowatt-hour
2023-11,OK,Oklahoma,ALL,all sectors,8.79,cents per kilowatt-hour
2023-11,OK,Oklahoma,COM,commercial,8.95,cents per kilowatt-hour
2023-11,OK,Oklahoma,IND,industrial,6.04,cents per kilowatt-hour
2023-11,OK,Oklahoma,OTH,other,,cents per kilowatt-hour
2023-11,OK,Oklahoma,RES,residential,11.88,cents per kilowatt-hour
2023-11,OK,Oklahoma,TRA,transportation,0,cents per kilowatt-hour
2023-11,OR,Oregon,ALL,all sectors,10.44,cents per kilowatt-hour
2023-11,OR,Oregon,COM,commercial,10.1,cents per kilowatt-hour
2023-11,OR,Oregon,IND,industrial,7.34,cents per kilowatt-hour
2023-11,OR,Oregon,OTH,other,,cents per kilowatt-hour
2023-11,OR,Oregon,RES,residential,12.99,cents per kilowatt-hour
2023-11,OR,Oregon,TRA,transportation,11.51,cents per kilowatt-hour
2023-11,PA,Pennsylvania,ALL,all sectors,12.6,cents per kilowatt-hour
2023-11,PA,Pennsylvania,COM,commercial,11.29,cents per kilowatt-hour
2023-11,PA,Pennsylvania,IND,industrial,7.75,cents per kilowatt-hour
2023-11,PA,Pennsylvania,OTH,other,,cents per kilowatt-hour
2023-11,PA,Pennsylvania,RES,residential,18.11,cents per kilowatt-hour
2023-11,PA,Pennsylvania,TRA,transportation,10.08,cents per kilowatt-hour
2023-11,RI,Rhode Island,ALL,all sectors,23.4,cents per kilowatt-hour
2023-11,RI,Rhode Island,COM,commercial,19.27,cents per kilowatt-hour
2023-02,ENC,East North Central,COM,commercial,11.97,cents per kilowatt-hour
2023-02,ENC,East North Central,IND,industrial,8.31,cents per kilowatt-hour
2023-02,ENC,East North Central,OTH,other,,cents per kilowatt-hour
2023-02,ENC,East North Central,RES,residential,16.28,cents per kilowatt-hour
2023-02,ENC,East North Central,TRA,transportation,7.08,cents per kilowatt-hour
2023-02,WNC,West North Central,ALL,all sectors,9.94,cents per kilowatt-hour
2023-02,WNC,West North Central,COM,commercial,9.89,cents per kilowatt-hour
2023-02,WNC,West North Central,IND,industrial,7.46,cents per kilowatt-hour
2023-02,WNC,West North Central,OTH,other,,cents per kilowatt-hour
2023-02,WNC,West North Central,RES,residential,12.03,cents per kilowatt-hour
2023-02,WNC,West North Central,TRA,transportation,9.72,cents per kilowatt-hour
2023-02,SAT,South Atlantic,ALL,all sectors,12.06,cents per kilowatt-hour
2023-02,SAT,South Atlantic,COM,commercial,11.2,cents per kilowatt-hour
2023-02,SAT,South Atlantic,IND,industrial,7.64,cents per kilowatt-hour
2023-02,SAT,South Atlantic,OTH,other,,cents per kilowatt-hour
2023-02,SAT,South Atlantic,RES,residential,14.56,cents per kilowatt-hour
2023-02,SAT,South Atlantic,TRA,transportation,10.24,cents per kilowatt-hour
2023-02,ESC,East South Central,ALL,all sectors,11.23,cents per kilowatt-hour
2023-02,ESC,East South Central,COM,commercial,12.82,cents per kilowatt-hour
2023-02,ESC,East South Central,IND,industrial,7.11,cents per kilowatt-hour
